InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,SessionID,Stage,Year,Month
Browse_7130,P00023,Green Premium T-shirt L,2,2022-07-20,121.41,C00080,UK,S20220720_C00080_5620,Browse,2022,7
INV10046,P00036,White Protein Powder One Size,3,2022-08-10,16.68,C00080,UK,S20220810_C00080_7862,Purchase,2022,8
Checkout_6988,P00081,Pink Wireless Earbuds XS,1,2022-08-28,123.96,C00080,UK,S20220828_C00080_2771,Checkout,2022,8
Browse_2225,P00079,Grey Winter Jacket L,2,2022-09-07,75.3,C00080,UK,S20220907_C00080_1112,Browse,2022,9
View_4322,P00039,Yellow Protein Powder One Size,2,2022-10-10,107.47,C00080,UK,S20221010_C00080_7403,View,2022,10
View_5779,P00084,Grey Laptop Sleeve XS,5,2022-10-19,8.99,C00080,UK,S20221019_C00080_2330,View,2022,10
Cart_1974,P00059,Red Premium T-shirt M,3,2022-10-31,199.14,C00080,UK,S20221031_C00080_5897,Cart,2022,10
Browse_4787,P00023,Green Premium T-shirt L,4,2022-11-08,121.41,C00080,UK,S20221108_C00080_7575,Browse,2022,11
Browse_6757,P00089,Grey Yoga Mat XXL,3,2022-12-30,77.46,C00080,UK,S20221230_C00080_8765,Browse,2022,12
Cart_3036,P00049,Orange Smart Watch L,3,2023-01-15,29.67,C00080,UK,S20230115_C00080_5969,Cart,2023,1
Browse_7122,P00084,Grey Laptop Sleeve XS,3,2023-01-16,8.99,C00080,UK,S20230116_C00080_3052,Browse,2023,1
Cart_9526,P00080,Yellow Backpack M,1,2023-01-24,125.49,C00080,UK,S20230124_C00080_1558,Cart,2023,1
View_5376,P00061,Blue Backpack M,3,2023-02-12,162.45,C00080,UK,S20230212_C00080_7029,View,2023,2
Browse_1532,P00082,Green Protein Powder One Size,1,2023-02-25,36.43,C00080,UK,S20230225_C00080_6562,Browse,2023,2
View_7573,P00075,Purple Water Bottle S,1,2023-03-08,116.62,C00080,UK,S20230308_C00080_3138,View,2023,3
Cart_5797,P00062,Pink Smart Watch M,4,2023-04-20,189.1,C00080,UK,S20230420_C00080_1405,Cart,2023,4
View_2052,P00041,Green Water Bottle S,1,2023-04-26,159.28,C00080,UK,S20230426_C00080_3957,View,2023,4
View_460,P00027,Grey Protein Powder M,1,2023-05-26,13.74,C00080,UK,S20230526_C00080_3789,View,2023,5
Browse_9838,P00059,Red Premium T-shirt M,1,2023-06-28,199.14,C00080,UK,S20230628_C00080_7876,Browse,2023,6
Browse_2125,P00076,Blue Wireless Earbuds XXL,2,2022-04-08,25.84,C00081,USA,S20220408_C00081_8848,Browse,2022,4
Checkout_2080,P00082,Green Protein Powder One Size,5,2022-05-21,36.43,C00081,USA,S20220521_C00081_5167,Checkout,2022,5
Browse_1325,P00025,White Protein Powder XS,2,2022-06-03,138.6,C00081,USA,S20220603_C00081_2954,Browse,2022,6
Checkout_2160,P00009,Red Sunglasses M,2,2022-06-09,114.39,C00081,USA,S20220609_C00081_2680,Checkout,2022,6
Cart_7781,P00010,Grey Cotton Socks XS,1,2022-06-24,164.98,C00081,USA,S20220624_C00081_8079,Cart,2022,6
Browse_6686,P00030,Purple Water Bottle XS,1,2022-06-25,59.4,C00081,USA,S20220625_C00081_5258,Browse,2022,6
Cart_9099,P00019,Orange Classic Jeans XXL,1,2022-07-09,31.03,C00081,USA,S20220709_C00081_8388,Cart,2022,7
Checkout_6178,P00051,Yellow Water Bottle XXL,1,2022-07-26,165.82,C00081,USA,S20220726_C00081_5011,Checkout,2022,7
Browse_7533,P00090,Black Water Bottle XXL,3,2022-08-04,92.9,C00081,USA,S20220804_C00081_9741,Browse,2022,8
View_1861,P00012,Orange Running Shoes One Size,1,2022-10-26,45.43,C00081,USA,S20221026_C00081_8948,View,2022,10
View_5101,P00077,Pink Yoga Mat M,5,2022-10-27,190.68,C00081,USA,S20221027_C00081_9055,View,2022,10
Browse_1901,P00055,Yellow Premium T-shirt M,1,2022-12-01,143.15,C00081,USA,S20221201_C00081_7882,Browse,2022,12
Browse_4617,P00008,White Laptop Sleeve One Size,3,2023-01-26,186.92,C00081,USA,S20230126_C00081_7401,Browse,2023,1
View_7156,P00081,Pink Wireless Earbuds XS,4,2023-01-31,123.96,C00081,USA,S20230131_C00081_1313,View,2023,1
Browse_4376,P00075,Purple Water Bottle S,2,2023-04-02,116.62,C00081,USA,S20230402_C00081_9523,Browse,2023,4
Browse_1128,P00098,Pink Laptop Sleeve One Size,5,2023-05-22,19.75,C00081,USA,S20230522_C00081_3059,Browse,2023,5
Checkout_9732,P00018,White Smart Watch XL,2,2023-06-02,79.98,C00081,USA,S20230602_C00081_9579,Checkout,2023,6
Browse_2353,P00074,Purple Leather Wallet XXL,5,2022-06-16,172.23,C00082,Spain,S20220616_C00082_3193,Browse,2022,6
View_8163,P00055,Yellow Premium T-shirt M,5,2022-06-16,143.15,C00082,Spain,S20220616_C00082_2338,View,2022,6
Checkout_5030,P00039,Yellow Protein Powder One Size,1,2022-07-10,107.47,C00082,Spain,S20220710_C00082_6464,Checkout,2022,7
Browse_8446,P00035,Black Sunglasses XXL,1,2022-08-07,127.6,C00082,Spain,S20220807_C00082_9778,Browse,2022,8
Browse_3683,P00042,Pink Yoga Mat XXL,1,2022-08-23,147.08,C00082,Spain,S20220823_C00082_3421,Browse,2022,8
Browse_9963,P00049,Orange Smart Watch L,4,2022-08-28,29.67,C00082,Spain,S20220828_C00082_1152,Browse,2022,8
Browse_6842,P00016,Purple Sunglasses M,1,2022-09-05,71.99,C00082,Spain,S20220905_C00082_3611,Browse,2022,9
Browse_2910,P00040,Grey Sunglasses One Size,2,2022-09-11,32.45,C00082,Spain,S20220911_C00082_2218,Browse,2022,9
View_4913,P00090,Black Water Bottle XXL,3,2022-10-05,92.9,C00082,Spain,S20221005_C00082_7491,View,2022,10
Browse_9296,P00037,Blue Leather Wallet XS,2,2022-10-07,54.31,C00082,Spain,S20221007_C00082_4178,Browse,2022,10
View_9010,P00082,Green Protein Powder One Size,2,2022-10-15,36.43,C00082,Spain,S20221015_C00082_4113,View,2022,10
Browse_2904,P00025,White Protein Powder XS,3,2022-10-22,138.6,C00082,Spain,S20221022_C00082_9585,Browse,2022,10
Checkout_8334,P00076,Blue Wireless Earbuds XXL,3,2022-10-23,25.84,C00082,Spain,S20221023_C00082_3324,Checkout,2022,10
Browse_5330,P00005,Red Winter Jacket M,4,2022-11-30,47.94,C00082,Spain,S20221130_C00082_9615,Browse,2022,11
Browse_1252,P00096,Yellow Backpack One Size,5,2022-12-05,152.36,C00082,Spain,S20221205_C00082_4463,Browse,2022,12
Checkout_5558,P00086,Red Leather Wallet XXL,3,2023-01-31,123.12,C00082,Spain,S20230131_C00082_6612,Checkout,2023,1
View_2851,P00059,Red Premium T-shirt M,1,2023-04-20,199.14,C00082,Spain,S20230420_C00082_2482,View,2023,4
View_3025,P00092,Grey Classic Jeans XL,3,2022-04-29,89.57,C00083,USA,S20220429_C00083_6971,View,2022,4
View_7018,P00011,Pink Yoga Mat XXL,3,2022-06-01,146.18,C00083,USA,S20220601_C00083_4759,View,2022,6
View_2580,P00092,Grey Classic Jeans XL,5,2022-06-12,89.57,C00083,USA,S20220612_C00083_9066,View,2022,6
Browse_2572,P00036,White Protein Powder One Size,5,2022-07-15,16.68,C00083,USA,S20220715_C00083_5450,Browse,2022,7
Checkout_6572,P00098,Pink Laptop Sleeve One Size,4,2022-08-03,19.75,C00083,USA,S20220803_C00083_4291,Checkout,2022,8
View_1759,P00027,Grey Protein Powder M,4,2022-08-26,13.74,C00083,USA,S20220826_C00083_6364,View,2022,8
Cart_7454,P00027,Grey Protein Powder M,4,2022-09-10,13.74,C00083,USA,S20220910_C00083_5268,Cart,2022,9
INV10344,P00088,Green Smart Watch XL,5,2022-09-28,143.69,C00083,USA,S20220928_C00083_7208,Purchase,2022,9
Browse_3890,P00083,Orange Laptop Sleeve L,4,2022-11-22,26.77,C00083,USA,S20221122_C00083_8154,Browse,2022,11
View_659,P00066,Purple Protein Powder L,3,2023-02-02,80.81,C00083,USA,S20230202_C00083_6320,View,2023,2
Browse_9570,P00092,Grey Classic Jeans XL,1,2023-02-05,89.57,C00083,USA,S20230205_C00083_5712,Browse,2023,2
Browse_2269,P00066,Purple Protein Powder L,1,2023-02-20,80.81,C00083,USA,S20230220_C00083_3693,Browse,2023,2
Browse_1665,P00064,Orange Cotton Socks XL,5,2023-03-24,71.6,C00083,USA,S20230324_C00083_1265,Browse,2023,3
Browse_9728,P00036,White Protein Powder One Size,5,2023-04-01,16.68,C00083,USA,S20230401_C00083_8835,Browse,2023,4
Browse_5000,P00077,Pink Yoga Mat M,3,2023-06-15,190.68,C00083,USA,S20230615_C00083_3953,Browse,2023,6
View_195,P00099,Grey Leather Wallet One Size,5,2022-08-27,135.12,C00084,Italy,S20220827_C00084_7231,View,2022,8
Browse_2852,P00049,Orange Smart Watch L,3,2022-10-13,29.67,C00084,Italy,S20221013_C00084_9041,Browse,2022,10
Browse_714,P00013,Black Leather Wallet M,2,2022-10-30,155.73,C00084,Italy,S20221030_C00084_5583,Browse,2022,10
Browse_1962,P00019,Orange Classic Jeans XXL,3,2022-10-30,31.03,C00084,Italy,S20221030_C00084_8782,Browse,2022,10
View_457,P00065,Green Yoga Mat One Size,3,2022-11-09,50.54,C00084,Italy,S20221109_C00084_7566,View,2022,11
Browse_1883,P00019,Orange Classic Jeans XXL,3,2023-03-04,31.03,C00084,Italy,S20230304_C00084_2795,Browse,2023,3
Checkout_7460,P00067,Red Leather Wallet S,3,2023-03-16,21.92,C00084,Italy,S20230316_C00084_4915,Checkout,2023,3
Browse_2147,P00071,Orange Backpack M,4,2023-03-19,57.56,C00084,Italy,S20230319_C00084_6992,Browse,2023,3
Cart_108,P00049,Orange Smart Watch L,3,2023-03-22,29.67,C00084,Italy,S20230322_C00084_3112,Cart,2023,3
View_1264,P00060,Purple Smart Watch M,1,2023-04-04,161.73,C00084,Italy,S20230404_C00084_8485,View,2023,4
View_4475,P00097,Orange Backpack S,1,2023-05-10,99.86,C00084,Italy,S20230510_C00084_5413,View,2023,5
View_7384,P00000,Black Protein Powder XXL,5,2023-06-01,188.5,C00084,Italy,S20230601_C00084_9400,View,2023,6
INV10038,P00049,Orange Smart Watch L,3,2022-02-26,29.67,C00085,Canada,S20220226_C00085_4879,Purchase,2022,2
Checkout_293,P00065,Green Yoga Mat One Size,2,2022-03-07,50.54,C00085,Canada,S20220307_C00085_3119,Checkout,2022,3
Browse_614,P00005,Red Winter Jacket M,5,2022-03-09,47.94,C00085,Canada,S20220309_C00085_7216,Browse,2022,3
Cart_9256,P00098,Pink Laptop Sleeve One Size,5,2022-03-09,19.75,C00085,Canada,S20220309_C00085_3895,Cart,2022,3
View_4130,P00087,Blue Classic Jeans XL,1,2022-03-17,80.46,C00085,Canada,S20220317_C00085_2182,View,2022,3
View_7127,P00060,Purple Smart Watch M,1,2022-04-13,161.73,C00085,Canada,S20220413_C00085_7989,View,2022,4
View_6545,P00011,Pink Yoga Mat XXL,3,2022-05-10,146.18,C00085,Canada,S20220510_C00085_2913,View,2022,5
Browse_5715,P00071,Orange Backpack M,4,2022-05-24,57.56,C00085,Canada,S20220524_C00085_7897,Browse,2022,5
Checkout_3257,P00026,Blue Classic Jeans One Size,2,2022-05-25,138.12,C00085,Canada,S20220525_C00085_7135,Checkout,2022,5
Browse_4484,P00009,Red Sunglasses M,2,2022-06-16,114.39,C00085,Canada,S20220616_C00085_6747,Browse,2022,6
Cart_7341,P00036,White Protein Powder One Size,5,2022-09-27,16.68,C00085,Canada,S20220927_C00085_2753,Cart,2022,9
Browse_9833,P00005,Red Winter Jacket M,1,2022-12-18,47.94,C00085,Canada,S20221218_C00085_5882,Browse,2022,12
Cart_9938,P00038,Red Cotton Socks L,4,2023-01-05,105.73,C00085,Canada,S20230105_C00085_2340,Cart,2023,1
Checkout_434,P00038,Red Cotton Socks L,3,2023-02-13,105.73,C00085,Canada,S20230213_C00085_3237,Checkout,2023,2
Cart_8836,P00075,Purple Water Bottle S,3,2023-04-06,116.62,C00085,Canada,S20230406_C00085_8537,Cart,2023,4
Cart_124,P00055,Yellow Premium T-shirt M,2,2023-04-22,143.15,C00085,Canada,S20230422_C00085_9172,Cart,2023,4
Checkout_9301,P00022,Black Protein Powder XXL,3,2023-06-12,133.57,C00085,Canada,S20230612_C00085_5252,Checkout,2023,6
Checkout_3969,P00099,Grey Leather Wallet One Size,3,2023-06-27,135.12,C00085,Canada,S20230627_C00085_3895,Checkout,2023,6
Browse_3980,P00001,Orange Sunglasses XXL,2,2022-05-19,117.64,C00086,France,S20220519_C00086_6012,Browse,2022,5
View_1938,P00060,Purple Smart Watch M,1,2022-06-09,161.73,C00086,France,S20220609_C00086_6971,View,2022,6
Browse_1822,P00091,Yellow Laptop Sleeve S,4,2022-06-22,110.16,C00086,France,S20220622_C00086_6096,Browse,2022,6
Cart_4631,P00080,Yellow Backpack M,1,2022-07-02,125.49,C00086,France,S20220702_C00086_7263,Cart,2022,7
Browse_7315,P00091,Yellow Laptop Sleeve S,2,2022-07-22,110.16,C00086,France,S20220722_C00086_7597,Browse,2022,7
Browse_9816,P00022,Black Protein Powder XXL,1,2022-11-08,133.57,C00086,France,S20221108_C00086_2833,Browse,2022,11
Cart_7918,P00083,Orange Laptop Sleeve L,1,2022-12-14,26.77,C00086,France,S20221214_C00086_5262,Cart,2022,12
Cart_778,P00027,Grey Protein Powder M,2,2022-12-15,13.74,C00086,France,S20221215_C00086_4581,Cart,2022,12
Browse_8704,P00003,Blue Classic Jeans M,5,2022-12-24,79.19,C00086,France,S20221224_C00086_7204,Browse,2022,12
Cart_8049,P00016,Purple Sunglasses M,5,2023-02-26,71.99,C00086,France,S20230226_C00086_5343,Cart,2023,2
Browse_7485,P00017,Purple Wireless Earbuds XXL,2,2023-04-12,43.44,C00086,France,S20230412_C00086_5034,Browse,2023,4
Browse_8765,P00013,Black Leather Wallet M,3,2023-04-14,155.73,C00086,France,S20230414_C00086_8620,Browse,2023,4
Cart_1919,P00045,Pink Leather Wallet M,1,2023-06-24,91.33,C00086,France,S20230624_C00086_4025,Cart,2023,6
INV10357,P00003,Blue Classic Jeans M,1,2023-06-27,79.19,C00086,France,S20230627_C00086_6718,Purchase,2023,6
View_1199,P00076,Blue Wireless Earbuds XXL,5,2022-03-23,25.84,C00087,Spain,S20220323_C00087_4665,View,2022,3
Browse_9287,P00018,White Smart Watch XL,1,2022-03-31,79.98,C00087,Spain,S20220331_C00087_7081,Browse,2022,3
Cart_7946,P00055,Yellow Premium T-shirt M,5,2022-04-15,143.15,C00087,Spain,S20220415_C00087_9176,Cart,2022,4
Checkout_6770,P00054,Pink Water Bottle XL,4,2022-05-17,106.1,C00087,Spain,S20220517_C00087_9277,Checkout,2022,5
Browse_2775,P00063,White Cotton Socks S,1,2022-09-18,73.89,C00087,Spain,S20220918_C00087_5804,Browse,2022,9
View_3981,P00046,Red Protein Powder L,5,2022-10-04,52.77,C00087,Spain,S20221004_C00087_8030,View,2022,10
Cart_314,P00045,Pink Leather Wallet M,5,2022-10-25,91.33,C00087,Spain,S20221025_C00087_6359,Cart,2022,10
Browse_7261,P00060,Purple Smart Watch M,1,2023-02-17,161.73,C00087,Spain,S20230217_C00087_9846,Browse,2023,2
Browse_3637,P00048,Green Backpack L,2,2023-02-28,125.7,C00087,Spain,S20230228_C00087_6307,Browse,2023,2
Browse_516,P00013,Black Leather Wallet M,4,2023-04-12,155.73,C00087,Spain,S20230412_C00087_1173,Browse,2023,4
Browse_1376,P00004,Orange Protein Powder XL,3,2022-12-08,106.22,C00088,UK,S20221208_C00088_3331,Browse,2022,12
Checkout_7154,P00044,Pink Winter Jacket XS,3,2023-01-03,37.04,C00088,UK,S20230103_C00088_7198,Checkout,2023,1
View_4286,P00080,Yellow Backpack M,2,2023-01-04,125.49,C00088,UK,S20230104_C00088_9536,View,2023,1
INV10201,P00063,White Cotton Socks S,5,2023-02-11,73.89,C00088,UK,S20230211_C00088_2661,Purchase,2023,2
INV10124,P00064,Orange Cotton Socks XL,3,2023-02-18,71.6,C00088,UK,S20230218_C00088_2602,Purchase,2023,2
Browse_4427,P00007,Pink Protein Powder XL,5,2023-03-31,124.82,C00088,UK,S20230331_C00088_5007,Browse,2023,3
Checkout_7764,P00084,Grey Laptop Sleeve XS,5,2023-04-04,8.99,C00088,UK,S20230404_C00088_3909,Checkout,2023,4
INV10034,P00026,Blue Classic Jeans One Size,5,2023-04-21,138.12,C00088,UK,S20230421_C00088_8861,Purchase,2023,4
Browse_2458,P00092,Grey Classic Jeans XL,1,2023-04-22,89.57,C00088,UK,S20230422_C00088_4528,Browse,2023,4
Browse_7074,P00051,Yellow Water Bottle XXL,3,2022-06-13,165.82,C00089,UK,S20220613_C00089_3765,Browse,2022,6
Browse_4643,P00006,Black Classic Jeans XS,2,2022-06-22,172.34,C00089,UK,S20220622_C00089_9216,Browse,2022,6
Cart_7491,P00098,Pink Laptop Sleeve One Size,3,2022-07-04,19.75,C00089,UK,S20220704_C00089_2880,Cart,2022,7
Cart_8260,P00007,Pink Protein Powder XL,1,2022-07-04,124.82,C00089,UK,S20220704_C00089_6443,Cart,2022,7
View_5529,P00064,Orange Cotton Socks XL,2,2022-07-25,71.6,C00089,UK,S20220725_C00089_4687,View,2022,7
Browse_7488,P00060,Purple Smart Watch M,4,2022-09-16,161.73,C00089,UK,S20220916_C00089_6752,Browse,2022,9
Cart_5205,P00030,Purple Water Bottle XS,4,2022-09-24,59.4,C00089,UK,S20220924_C00089_8162,Cart,2022,9
Browse_8713,P00091,Yellow Laptop Sleeve S,2,2022-10-21,110.16,C00089,UK,S20221021_C00089_6152,Browse,2022,10
Checkout_2400,P00009,Red Sunglasses M,3,2022-10-25,114.39,C00089,UK,S20221025_C00089_3508,Checkout,2022,10
Cart_8103,P00007,Pink Protein Powder XL,1,2022-11-23,124.82,C00089,UK,S20221123_C00089_3096,Cart,2022,11
Browse_7822,P00064,Orange Cotton Socks XL,2,2022-11-25,71.6,C00089,UK,S20221125_C00089_9982,Browse,2022,11
Browse_728,P00045,Pink Leather Wallet M,1,2022-12-11,91.33,C00089,UK,S20221211_C00089_4745,Browse,2022,12
View_6818,P00024,White Winter Jacket XS,1,2023-02-17,189.66,C00089,UK,S20230217_C00089_4365,View,2023,2
Browse_4892,P00063,White Cotton Socks S,3,2023-05-07,73.89,C00089,UK,S20230507_C00089_2225,Browse,2023,5
View_4367,P00035,Black Sunglasses XXL,5,2023-05-15,127.6,C00089,UK,S20230515_C00089_7723,View,2023,5
Cart_3020,P00015,Grey Cotton Socks XXL,5,2022-01-29,94.8,C00090,USA,S20220129_C00090_9356,Cart,2022,1
Cart_4058,P00046,Red Protein Powder L,2,2022-01-29,52.77,C00090,USA,S20220129_C00090_6798,Cart,2022,1
Checkout_7233,P00070,White Sunglasses S,4,2022-01-31,127.35,C00090,USA,S20220131_C00090_8129,Checkout,2022,1
View_6299,P00025,White Protein Powder XS,2,2022-02-10,138.6,C00090,USA,S20220210_C00090_1805,View,2022,2
INV10231,P00039,Yellow Protein Powder One Size,5,2022-02-25,107.47,C00090,USA,S20220225_C00090_5818,Purchase,2022,2
View_279,P00080,Yellow Backpack M,1,2022-03-13,125.49,C00090,USA,S20220313_C00090_5872,View,2022,3
Cart_7058,P00063,White Cotton Socks S,1,2022-03-20,73.89,C00090,USA,S20220320_C00090_8205,Cart,2022,3
Cart_3565,P00079,Grey Winter Jacket L,4,2022-03-25,75.3,C00090,USA,S20220325_C00090_8058,Cart,2022,3
Checkout_2424,P00053,Red Water Bottle M,2,2022-05-25,154.68,C00090,USA,S20220525_C00090_8180,Checkout,2022,5
Browse_1594,P00085,Pink Premium T-shirt S,2,2022-07-16,116.31,C00090,USA,S20220716_C00090_3603,Browse,2022,7
View_8184,P00014,Pink Classic Jeans L,4,2022-07-17,194.78,C00090,USA,S20220717_C00090_9259,View,2022,7
View_2381,P00094,Pink Sunglasses One Size,5,2022-07-20,134.69,C00090,USA,S20220720_C00090_8013,View,2022,7
INV10093,P00038,Red Cotton Socks L,5,2022-08-24,105.73,C00090,USA,S20220824_C00090_3251,Purchase,2022,8
Browse_3553,P00009,Red Sunglasses M,4,2022-09-19,114.39,C00090,USA,S20220919_C00090_8246,Browse,2022,9
Cart_9409,P00021,Pink Sunglasses XS,3,2022-10-15,149.58,C00090,USA,S20221015_C00090_4471,Cart,2022,10
Browse_7113,P00056,Orange Wireless Earbuds One Size,2,2022-10-31,168.47,C00090,USA,S20221031_C00090_5882,Browse,2022,10
Cart_2019,P00056,Orange Wireless Earbuds One Size,3,2022-02-04,168.47,C00091,Italy,S20220204_C00091_4944,Cart,2022,2
View_8972,P00058,Blue Leather Wallet M,5,2022-03-07,30.48,C00091,Italy,S20220307_C00091_9624,View,2022,3
Browse_1263,P00011,Pink Yoga Mat XXL,5,2022-03-26,146.18,C00091,Italy,S20220326_C00091_1078,Browse,2022,3
Browse_9319,P00022,Black Protein Powder XXL,4,2022-04-29,133.57,C00091,Italy,S20220429_C00091_7062,Browse,2022,4
View_5658,P00061,Blue Backpack M,3,2022-06-09,162.45,C00091,Italy,S20220609_C00091_9509,View,2022,6
Browse_6001,P00025,White Protein Powder XS,3,2022-07-17,138.6,C00091,Italy,S20220717_C00091_2820,Browse,2022,7
View_6417,P00079,Grey Winter Jacket L,3,2022-09-19,75.3,C00091,Italy,S20220919_C00091_5648,View,2022,9
Checkout_8062,P00094,Pink Sunglasses One Size,5,2023-01-11,134.69,C00091,Italy,S20230111_C00091_9191,Checkout,2023,1
View_7483,P00005,Red Winter Jacket M,4,2023-01-12,47.94,C00091,Italy,S20230112_C00091_5007,View,2023,1
Browse_5260,P00071,Orange Backpack M,5,2023-02-17,57.56,C00091,Italy,S20230217_C00091_5843,Browse,2023,2
View_4074,P00072,Green Premium T-shirt One Size,2,2023-04-26,128.98,C00091,Italy,S20230426_C00091_4234,View,2023,4
Cart_7706,P00017,Purple Wireless Earbuds XXL,1,2023-05-10,43.44,C00091,Italy,S20230510_C00091_6158,Cart,2023,5
View_9658,P00072,Green Premium T-shirt One Size,2,2023-05-19,128.98,C00091,Italy,S20230519_C00091_9778,View,2023,5
Checkout_3526,P00047,White Backpack One Size,4,2022-06-18,43.49,C00092,Spain,S20220618_C00092_4977,Checkout,2022,6
View_451,P00007,Pink Protein Powder XL,3,2022-08-05,124.82,C00092,Spain,S20220805_C00092_5861,View,2022,8
Browse_1733,P00075,Purple Water Bottle S,5,2022-08-09,116.62,C00092,Spain,S20220809_C00092_9478,Browse,2022,8
Browse_7243,P00094,Pink Sunglasses One Size,4,2022-08-11,134.69,C00092,Spain,S20220811_C00092_7023,Browse,2022,8
Checkout_5736,P00062,Pink Smart Watch M,1,2022-09-06,189.1,C00092,Spain,S20220906_C00092_1945,Checkout,2022,9
View_6677,P00041,Green Water Bottle S,4,2022-12-01,159.28,C00092,Spain,S20221201_C00092_5594,View,2022,12
Browse_1583,P00011,Pink Yoga Mat XXL,5,2023-01-05,146.18,C00092,Spain,S20230105_C00092_1298,Browse,2023,1
INV10360,P00041,Green Water Bottle S,5,2023-03-27,159.28,C00092,Spain,S20230327_C00092_9598,Purchase,2023,3
Browse_1021,P00079,Grey Winter Jacket L,3,2023-04-11,75.3,C00092,Spain,S20230411_C00092_7851,Browse,2023,4
Browse_8660,P00062,Pink Smart Watch M,2,2023-05-28,189.1,C00092,Spain,S20230528_C00092_1234,Browse,2023,5
Cart_3905,P00008,White Laptop Sleeve One Size,4,2022-08-29,186.92,C00093,Canada,S20220829_C00093_4921,Cart,2022,8
Checkout_8553,P00049,Orange Smart Watch L,5,2022-10-17,29.67,C00093,Canada,S20221017_C00093_3550,Checkout,2022,10
View_8903,P00069,Pink Protein Powder One Size,4,2022-10-21,156.57,C00093,Canada,S20221021_C00093_4295,View,2022,10
Browse_7226,P00091,Yellow Laptop Sleeve S,3,2022-10-28,110.16,C00093,Canada,S20221028_C00093_9060,Browse,2022,10
Browse_4118,P00017,Purple Wireless Earbuds XXL,5,2022-10-29,43.44,C00093,Canada,S20221029_C00093_3542,Browse,2022,10
View_8335,P00018,White Smart Watch XL,1,2022-11-26,79.98,C00093,Canada,S20221126_C00093_4168,View,2022,11
Browse_2879,P00013,Black Leather Wallet M,5,2022-12-14,155.73,C00093,Canada,S20221214_C00093_5069,Browse,2022,12
Checkout_5954,P00059,Red Premium T-shirt M,4,2022-12-19,199.14,C00093,Canada,S20221219_C00093_5581,Checkout,2022,12
Browse_5923,P00061,Blue Backpack M,3,2023-03-06,162.45,C00093,Canada,S20230306_C00093_8999,Browse,2023,3
INV10008,P00000,Black Protein Powder XXL,2,2023-04-21,188.5,C00093,Canada,S20230421_C00093_7410,Purchase,2023,4
Cart_2850,P00070,White Sunglasses S,2,2023-06-04,127.35,C00093,Canada,S20230604_C00093_5849,Cart,2023,6
INV10026,P00081,Pink Wireless Earbuds XS,5,2023-06-10,123.96,C00093,Canada,S20230610_C00093_5154,Purchase,2023,6
Browse_4272,P00072,Green Premium T-shirt One Size,1,2022-03-14,128.98,C00094,Canada,S20220314_C00094_2323,Browse,2022,3
View_5555,P00061,Blue Backpack M,1,2022-06-24,162.45,C00094,Canada,S20220624_C00094_3109,View,2022,6
Browse_2704,P00064,Orange Cotton Socks XL,3,2022-07-04,71.6,C00094,Canada,S20220704_C00094_8410,Browse,2022,7
View_6,P00018,White Smart Watch XL,1,2022-10-11,79.98,C00094,Canada,S20221011_C00094_7690,View,2022,10
View_2816,P00048,Green Backpack L,3,2022-10-20,125.7,C00094,Canada,S20221020_C00094_7901,View,2022,10
Cart_3145,P00055,Yellow Premium T-shirt M,2,2023-03-27,143.15,C00094,Canada,S20230327_C00094_3707,Cart,2023,3
Checkout_3011,P00030,Purple Water Bottle XS,5,2023-05-10,59.4,C00094,Canada,S20230510_C00094_5620,Checkout,2023,5
View_7067,P00040,Grey Sunglasses One Size,2,2022-07-24,32.45,C00095,UK,S20220724_C00095_4813,View,2022,7
Browse_5328,P00007,Pink Protein Powder XL,3,2022-07-28,124.82,C00095,UK,S20220728_C00095_2191,Browse,2022,7
View_5906,P00061,Blue Backpack M,2,2022-08-07,162.45,C00095,UK,S20220807_C00095_4229,View,2022,8
View_2600,P00065,Green Yoga Mat One Size,1,2022-08-12,50.54,C00095,UK,S20220812_C00095_6832,View,2022,8
Checkout_1650,P00038,Red Cotton Socks L,1,2022-08-17,105.73,C00095,UK,S20220817_C00095_6724,Checkout,2022,8
Cart_2355,P00004,Orange Protein Powder XL,2,2022-09-16,106.22,C00095,UK,S20220916_C00095_5470,Cart,2022,9
Browse_6805,P00019,Orange Classic Jeans XXL,4,2022-10-05,31.03,C00095,UK,S20221005_C00095_9633,Browse,2022,10
View_8586,P00016,Purple Sunglasses M,5,2022-11-02,71.99,C00095,UK,S20221102_C00095_1711,View,2022,11
Cart_2329,P00010,Grey Cotton Socks XS,2,2022-11-19,164.98,C00095,UK,S20221119_C00095_7991,Cart,2022,11
Browse_4920,P00048,Green Backpack L,2,2022-12-09,125.7,C00095,UK,S20221209_C00095_9406,Browse,2022,12
INV10230,P00007,Pink Protein Powder XL,4,2022-12-10,124.82,C00095,UK,S20221210_C00095_5987,Purchase,2022,12
Browse_6224,P00016,Purple Sunglasses M,5,2022-12-20,71.99,C00095,UK,S20221220_C00095_9720,Browse,2022,12
Browse_9374,P00050,Yellow Water Bottle XS,1,2022-12-28,105.29,C00095,UK,S20221228_C00095_1497,Browse,2022,12
Browse_7285,P00039,Yellow Protein Powder One Size,1,2023-02-15,107.47,C00095,UK,S20230215_C00095_7201,Browse,2023,2
Browse_4936,P00037,Blue Leather Wallet XS,4,2023-02-28,54.31,C00095,UK,S20230228_C00095_5984,Browse,2023,2
